Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Floor,Status,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Furnishing,Age of Construction,link,Balcony,Project,Price,Covered Parking,Super Built-up Area,Developer,Facing,Lifts,Car parking,Landmarks,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Amenities,Price per sqft,Configuration,Tower & Unit,Floors allowed for construction,Unit,Bath,Bed,Type of Ownership,RERA ID,Authority Approval,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Approved,Dimensions(L X B),No of Open Sides,Additional Features,Floors allowed,Brokerage Response
2 BHK Residential House  For Rent,"₹7,000","Vani Nagar Malkajgiri, Hyderabad",2.0,,,,1(Out of 2 Floors),Immediately,Unfurnished,,"₹7,000",,"Vani Nagar Malkajgiri, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Rent-Vani-Nagar-Malkajgiri-in-Hyderabad&id=4d423734343937343135,,,,,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2 BHK 900 Sq-ft Flat/Apartment  For Rent in,"₹15,000","Bapuji Nagar Bowenpally, Hyderabad",2.0,2.0,,,2(Out of 5 Floors),Immediately,Unfurnished,,"₹15,000",,"Bapuji Nagar Bowenpally, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Bapuji-Nagar-Bowenpally-in-Hyderabad&id=4d423734353031393139,,,,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK 3190 Sq-ft Flat/Apartment  For Rent in DSR Fortune Prime,",₹2.5 Lac,"Madhapur, Hyderabad",4.0,4.0,3.0,,5(Out of 16 Floors),Immediately,Furnished,,"₹2.5 Lac|₹10,000Monthly Maintenance",₹7.5 Lac,"madhapur, Madhapur, Hyderabad - North, Andhra Pradesh",Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-3190-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423833353131383039,,DSR Fortune Prime,₹ 4.25 Cr - ₹ 5.70 Cr,,3190sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,DSR Infrastructure Pvt. Ltd.,East,,,My home grava business park,,"Pool, Garden/Park, Main Road","Puja Room, Store, Study, Servant Room",,,,"Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 15,000 - ₹ 16,190","3, 4 BHK Flats","6 Towers , 298 Units",,,,,Freehold,P01100007536,,,,,,,,,,,,
"3 BHK 2660 Sq-ft Flat/Apartment  For Rent in Rajapushpa Provincia,",₹1.1 Lac,"Narsingi, Hyderabad",3.0,3.0,3.0,,18(Out of 35 Floors),Immediately,Semi-Furnished,New Construction,₹1.1 Lac,,"Narsingi, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2660-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423833313733383537,,Rajapushpa Provincia,₹ 1.41 Cr - ₹ 2.93 Cr,,2660sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Rajapushpa Properties Pvt. Ltd.,West,,,Rajapushpa provincia Narsingi,"Mosaic, Vitrified, Wooden, Ceramic Tiles","Garden/Park, Main Road, Pool","Study, Servant Room, Store, Puja Room",,,,"Recreational Pool,Outdoor Tennis Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Curated Garden,Kids play area,Large Clubhouse,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 8,540 - ₹ 1.1 Lac","2, 3 BHK Flats","11 Towers , 3496 Units",,,,,,,,,,,,,,,,,,
"3 BHK 1350 Sq-ft Flat/Apartment  For Rent in Madhapur 2,","₹45,000","Madhapur, Hyderabad",3.0,2.0,2.0,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,1(Out of 4 Floors),Immediately,Furnished,,"₹45,000","₹90, 000","Madhapur, Hyderabad, Madhapur, Hyderabad - North, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423832383435373233,,Madhapur 2,₹ 1.66 Cr - ₹ 2.50 Cr,1.0,,Legend Estates Pvt. Ltd.,East,,1 Covered,"A spacious 3BHK furnished  flat is available for rent in a good, peace",Ceramic Tiles,,None of these,24 Hours Available,No/Rare Powercut,1.0,,,,,1.0,", 15 Units",,,,,,,,,,,,,,,,
3 BHK 2400 Sq-ft Flat/Apartment  For Rent in,₹1.5 Lac,"Nanakram Guda, Hyderabad",3.0,3.0,,,Ground(Out of 31 Floors),Immediately,Furnished,,₹1.5 Lac,,"Nanakram Guda, Hyderabad - West, Andhra Pradesh",Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanakram-Guda-in-Hyderabad&id=4d423639323838363539,,,,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹62/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹15,000","Golconda Fort, Hyderabad",2.0,2.0,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,Immediately,Unfurnished,New Construction,"₹15,000|₹1,000Monthly Maintenance",,"Golkonda Hyderabad, Golconda Fort, Hyderabad - West, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Golconda-Fort-in-Hyderabad&id=4d423833353131363931,,,,,,,East,,,Golconda fort,,Garden/Park,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,RWA/Co-operative Housing Society,,,,,,,,,,,
2 BHK  150 Sq-yrd For Rent in,Call for Rent,"swarnakuteer colony, Hyderabad",2.0,2.0,,140sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,Immediately,Unfurnished,5 to 10 years,,,"ghatkesar hyderabad, Hyderabad, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-150-Sq-yrd-Residential-House-FOR-Rent-in-Hyderabad&id=4d423830383633383133,,,,1.0,,,East,,1 Covered,vignan engineering College for womens,Marble,"Garden/Park, Main Road",Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹5,000","Ramanthapur, Hyderabad",,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,3(Out of 3 Floors),Immediately,Unfurnished,5 to 10 years,"₹5,000",,"H no 3 3rd floor residential house stand alone building Venkat Reddy Nagar ramanthapur Hyderabad, Ramanthapur, Hyderabad - Central, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Ramanthapur-in-Hyderabad&id=4d423732323538373433,,,,,,,East,,,Hanuman temple,"Vitrified, Marble",,,24 Hours Available,No/Rare Powercut,,,,,,,,1.0,1.0,,,City Municipal Corporation,,,,,,,,,,,
"3 BHK 1380 Sq-ft Flat/Apartment  For Rent in Jains Carlton Creek Phase II,","₹52,000","Gachibowli, Hyderabad",3.0,3.0,,,13(Out of 13 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹52,000|₹3,000Monthly Maintenance",₹1.0 Lac,"Gachibowli, Hyderabad - West, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833373732373737,1.0,Jains Carlton Creek Phase II,₹ 88.9 Lac - ₹ 2.40 Cr,,1380sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Jain Housing & Constructions Ltd.,East,,,,,Garden/Park,Puja Room,,,,"Badminton court,Half basketball court,Sewage treatment plant,Outdoor Tennis Courts,Indoor Games Room,AEROBICS ROOM,Kids play area,Multipurpose Hall,Jogging and Strolling Track,Piped Gas,Cafeteria/Food Court,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Power Back Up","₹ 7,496 - ₹ 11,105","2, 3, 4 BHK Flats","11 Towers , 1664 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 1431 Sq-ft For Rent in Aurobindo Kohinoor,","₹65,000","Izzathnagar, Hyderabad",3.0,2.0,,,22(Out of 40 Floors),,Semi-Furnished,Less than 5 years,"₹65,000|₹7,000Monthly Maintenance",₹1.3 Lac,"Izzathnagar, Hyderabad - North, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1431-Sq-ft-Multistorey-Apartment-FOR-Rent-Izzathnagar-in-Hyderabad&id=4d423734353430333833,,Aurobindo Kohinoor,₹ 2.55 Cr - ₹ 4.17 Cr,1.0,1431sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,Auro Realty,East,4.0,1 Covered,"1furlong from Metro stn, beside Yashoda hosp and close to Hitech city","Vitrified, Marble",Main Road,,24 Hours Available,No/Rare Powercut,4.0,"Provision for power backup,Aesthetically designed landscape garden,Cricket net practice,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Kids play area,Multipurpose Hall,Grand Entrance lobby,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 11,810 - ₹ 17,825","3, 4 BHK Flats","3 Towers , 786 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 2300 Sq-ft For Rent in EIPL CORNERSTONE,","₹65,000","Puppalaguda, Hyderabad",3.0,3.0,,,5(Out of 14 Floors),Immediately,Unfurnished,New Construction,"₹65,000",₹1.3 Lac,"puppalguda, Puppalaguda, Hyderabad - West, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Rent-Puppalaguda-in-Hyderabad&id=4d423735383836373539,1.0,EIPL CORNERSTONE,₹ 1.69 Cr - ₹ 2.21 Cr,,2300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,EIPL Group,East,,,manikonda,,"Garden/Park, Pool",Puja Room,,,,"Meditation Area,Indoor Games Room,Guest Accommodation,AEROBICS ROOM,Kids play area,CCTV Camera,Multipurpose Hall,Outdoor Tennis Courts,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 6,512 - ₹ 15,500",3 BHK Flats,"10 Towers , 989 Units",,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 800 Sq-ft For Rent in,"₹18,000","Hafeezpet, Hyderabad",2.0,2.0,,,3(Out of 4 Floors),Immediately,Unfurnished,,"₹18,000",,"Hafeezpet, Hyderabad - North, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hafeezpet-in-Hyderabad&id=4d423633373233373931,,,,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK  270 Sq-ft For Rent in,"₹30,000","Chengicherla, Hyderabad",3.0,3.0,2.0,260sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹115/sqft,,Immediately,Unfurnished,5 to 10 years,"₹30,000|₹2,500Monthly Maintenance","₹55, 000","Doctors Colony Chengicherla Hyderabad, Chengicherla, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-270-Sq-ft-Villa-FOR-Rent-Chengicherla-in-Hyderabad&id=4d423338333532383835,,,,,,,East,,,Green Park Nandanavanam Chengicherla,"Vitrified, Ceramic Tiles","Garden/Park, Main Road","Puja Room, Store, Servant Room",24 Hours Available,No/Rare Powercut,,,,,,,,,,,,Developer,,,,,,,,,,,
"3 BHK 1790 Sq-ft Flat/Apartment  For Rent in Vasavi GP Trend,","₹65,000","Gachibowli, Hyderabad",3.0,3.0,2.0,,14(Out of 25 Floors),Immediately,Semi-Furnished,,"₹65,000|₹6,500Monthly Maintenance",₹1.4 Lac,"vasavi gp trend Gachibowli, Gachibowli, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1790-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423832353932363131,,Vasavi GP Trend,₹ 1.63 Cr - ₹ 5.47 Cr,,1790sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,Vasavi Group,East,,,ADP building,,"Pool, Garden/Park, Main Road","Puja Room, Store, Study",,,,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,AEROBICS ROOM,Kids play area,CCTV Camera,Multipurpose Hall,Health club with Steam / Jaccuzi,Jogging and Strolling Track,Piped Gas,Cafeteria/Food Court,Banquet Hall,Internet/Wi-Fi Connectivity,Laundry Service,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,868 - ₹ 10,114","2, 3, 4 BHK Flats","1 Tower , 300 Units",,,,,Co-operative Society,02400002487,,,,,,,,,,,,
"3 BHK Flat 1514 Sq-ft For Rent in Aparna Zenon,","₹70,000","Puppalaguda, Hyderabad",3.0,2.0,,,7(Out of 32 Floors),Immediately,Unfurnished,,"₹70,000",,"Puppalaguda, Hyderabad - West, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1514-Sq-ft-Multistorey-Apartment-FOR-Rent-Puppalaguda-in-Hyderabad&id=4d423832353932383233,,Aparna Zenon,₹ 1.45 Cr - ₹ 2.48 Cr,,1514sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Aparna Constructions and Estates Pvt. Ltd.,,,,,,,,,,,"Community Hall,Sewage treatment plant,Fire Fighting Equipment,Outdoor Tennis Courts,Indoor Squash & Badminton Courts,Indoor Games Room,AEROBICS ROOM,Kids play area,Fire Sprinklers,CCTV Camera,Multipurpose Hall,Pool with temperature control,Piped Gas,Waste Disposal,Intercom Facility,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,800 - ₹ 19,504","2, 3 BHK Flats","14 Towers , 3664 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 1360 Sq-ft For Rent in Modi Emerald Heights,","₹15,000","Pocharam, Hyderabad",3.0,3.0,,,4(Out of 7 Floors),Immediately,Furnished,Less than 5 years,"₹15,000",,"Pocharam, Hyderabad - Rangareddy District, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1360-Sq-ft-Multistorey-Apartment-FOR-Rent-Pocharam-in-Hyderabad&id=4d423338333630383339,1.0,Modi Emerald Heights,₹ 64.6 Lac - ₹ 64.7 Lac,,1360sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,Modi Builders,,,,,,,,,,,"Badminton court,Aesthetically designed landscape garden,Fire Fighting Equipment,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Guest Accommodation,AEROBICS ROOM,Library,Solar Energy,Outdoor Tennis Courts,Cafeteria/Food Court,RO Water System,Laundry Service,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift","₹ 3,272 - ₹ 18,000",3 BHK Flats,"5 Towers , 510 Units",,,,,,,,,,,,,,,,,,
"3 BHK Flat 1525 Sq-ft For Rent in Aparna Kanopy Marigold,","₹30,000","Kompally, Hyderabad",3.0,2.0,2.0,,6(Out of 15 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹30,000|₹5,500Monthly Maintenance","₹60, 000","Kompally, Hyderabad - North, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Rent-Kompally-in-Hyderabad&id=4d423833313733393031,,Aparna Kanopy Marigold,₹ 86.2 Lac - ₹ 1.36 Cr,,1525sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Aparna Constructions and Estates Pvt. Ltd.,West,,,,,,"Puja Room, Study",,,,"Meditation Area,Kids Play Area,Security,Gymnasium,Swimming Pool,Lift","₹ 6,429 - ₹ 7,869","2, 3 BHK Flats","11 Towers , 1253 Units",,,,,,,,,,,,,,,,,,
1 BHK Flat 650 Sq-ft For Rent in,"₹18,000","SREE RAMA HABITAT, Hyderabad",,,,,2(Out of 4 Floors),Immediately,Unfurnished,,"₹18,000",,"Hyderabad, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423732323634343237,,,,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,Vitrified,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
"2 BHK Flat 1230 Sq-ft For Rent in ASBL Springs ,","₹27,500","Pocharam, Hyderabad",2.0,2.0,2.0,1230sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,1(Out of 15 Floors),Immediately,Semi-Furnished,New Construction,"₹27,500",,"ASBL Springs near Infosys Pocharam campus, Pocharam, Hyderabad - Rangareddy District, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1230-Sq-ft-Multistorey-Apartment-FOR-Rent-Pocharam-in-Hyderabad&id=4d423833343138333937,,ASBL Springs,₹ 97.0 Lac - ₹ 1.18 Cr,,,ASBL Ashoka Builders India Pvt Ltd,West,,,,,Garden/Park,"Puja Room, Study",,,,"Badminton court,Indoor Games Room,Cycling track,Kids play area,Banquet Hall,Maintenance Staff,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 5,763 - ₹ 9,599","2, 3 BHK Flats","2 Towers , 478 Units",,,,,,,,,,,,,,,,,,
1 BHK 650 Sq-ft Flat/Apartment  For Rent in,"₹10,000","Allwyn Colony, Hyderabad",,,,,1(Out of 3 Floors),Immediately,Unfurnished,New Construction,"₹10,000",,"Allwyn Colony, Hyderabad - North, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Allwyn-Colony-in-Hyderabad&id=4d423734353339363233,,,,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,East,,,near Balakrishna high school,Ceramic Tiles,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹16,000","Shadnagar, Hyderabad",3.0,3.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,,Immediately,Semi-Furnished,5 to 10 years,"₹16,000",,"Balapur, Mallapur, Shadnagar, Hyderabad - Rangareddy District, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Residential-House-FOR-Rent-Shadnagar-in-Hyderabad&id=4d423833373732383133,1.0,,,,,,West,,,,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 2300 Sq-ft For Rent in,₹1.0 Lac,"Banjara Hills, Hyderabad",3.0,3.0,3.0,,5(Out of 5 Floors),Immediately,Semi-Furnished,New Construction,₹1 Lac,₹3.0 Lac,"Banjara Hills, Hyderabad - North, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Banjara-Hills-in-Hyderabad&id=4d423338333230383037,,,,1.0,2300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,,,1 Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 980 Sq-ft Flat/Apartment  For Rent in,"₹18,000","Mehdipatnam, Hyderabad",2.0,2.0,2.0,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,3(Out of 3 Floors),Immediately,Semi-Furnished,15 to 20 years,"₹18,000|₹1,200Monthly Maintenance","₹50, 000","Mehdipatnam, Hyderabad - North, Andhra Pradesh",Semi-Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Rent-Mehdipatnam-in-Hyderabad&id=4d423833363032333939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 2100 Sq-ft For Rent in Aditya Empress Towers,","₹60,000","Shaikpet, Hyderabad",3.0,3.0,2.0,,13(Out of 22 Floors),,Semi-Furnished,,"₹60,000|₹5,200Monthly Maintenance",₹1.3 Lac,"Aditya Empress Towers, Shaikpet, Hyderabad - West, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Shaikpet-in-Hyderabad&id=4d423338393533393833,,Aditya Empress Towers,₹ 1.57 Cr - ₹ 2.38 Cr,2.0,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Aditya Housing And Infrastructure Development,East,3.0,2 Covered,"lose proximity to hi-tech city, international schools, entertainment",Marble,"Garden/Park, Main Road","Puja Room, Store",24 Hours Available,No/Rare Powercut,3.0,"Fire Fighting Equipment,Library And Business Centre,Kids Play Area,Multipurpose Hall,Earth quake resistant,Jogging and Strolling Track,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 6,349 - ₹ 10,050",3 BHK Flats,"6 Towers , 925 Units",,,,,,,,,,,,,,,,,,
2 BHK Flat 940 Sq-ft For Rent in,"₹16,000","Laxman Enclave, Hyderabad",2.0,2.0,2.0,940sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,3(Out of 5 Floors),Immediately,Semi-Furnished,15 to 20 years,"₹16,000|₹1,500Monthly Maintenance","₹32, 000","12-2-7092304, Laxman Enclave, Karol Bagh A Society, Padmanabha Nagar, Hyderabad, Hyderabad, Andhra Pradesh",Semi-Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-940-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423633373237343939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
