Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Floor,Status,Additional Rooms,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Age of Construction,link,Bed,Bath,Facing,Super Built-up Area,Balconies,Flooring,Overlooking,Amenities,Price,Tower & Unit,Developer,Project,Configuration,Water Availability,Status of Electricity,Lift,Car parking,Floors allowed for construction,Type of Ownership,Price per sqft,Unit,Covered Parking,Lifts,Authority Approval,Tower,RERA ID,Plot Area
3 BHK Builder Floor 2500 Sq-ft For Rent in,₹1.2 Lac,"Green Park Extension, New Delhi",3.0,3.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹57/sqft,3(Out of 4 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Furnished,Less than 5 years,"₹1.2 Lac|₹5,000Monthly Maintenance",₹3.0 Lac,"Green  park, Green Park Extension, New Delhi - South, Delhi NCR",nearby yellow line metro station and market,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Green-Park-Extension-in-New-Delhi&id=4d423732313734393931,,,East,,3.0,"Wooden, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,"2 Covered, 1 Open",,,,,2.0,,,,,
1 BHK Builder Floor 350 Sq-ft For Rent in,"₹7,000","Kishan Ganj, New Delhi",,,,,2(Out of 5 Floors),Immediately,,Unfurnished,,"₹7,000",,"Kishan Ganj, New Delhi - Central, Delhi NCR",,Unfurnished,,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kishan-Ganj-in-New-Delhi&id=4d423832323933313131,1.0,1.0,,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 200 Sq-yrd For Rent in,"₹95,000","Shivalik Colony, New Delhi",3.0,3.0,,195sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹487/sqyrd,2(Out of 3 Floors),Immediately,Puja Room,Unfurnished,5 to 10 years,"₹95,000|₹2,000Monthly Maintenance",₹1.9 Lac,"SHIVALIK COLONY, Shivalik Colony, New Delhi - South, Delhi NCR",THIS PROPERTY CLOSED TO MARKET AND ALSO CLOSDE TO HOSPITAL,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Shivalik-Colony-in-New-Delhi&id=4d423833313638373135,,,East,,2.0,"Marble, Wooden","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,3.0,"1 Covered, 1 Open",1.0,,,,1.0,3.0,,,,
3 BHK Builder Floor 1500 Sq-ft For Rent in,₹1.4 Lac,"Defence Colony, New Delhi",3.0,3.0,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹93/sqft,Ground(Out of 4 Floors),Immediately,"Puja Room, Store, Servant Room",Semi-Furnished,5 to 10 years,"₹1.4 Lac|₹15,000Monthly Maintenance",₹4.1 Lac,"ground floor wide road, Defence Colony, New Delhi - South, Delhi NCR",its on walking distance from the local shopping centre and schools.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Defence-Colony-in-New-Delhi&id=4d423833303336343433,,,North - East,,3.0,"Granite, Marble, Marbonite, Vitrified, Wooden",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,"1 Covered, 1 Open",4.0,,,,1.0,,,,,
3 BHK Flat 950 Sq-ft For Rent in,"₹25,000","Sawan Park, New Delhi",3.0,2.0,1.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Ground(Out of 4 Floors),Immediately,,Semi-Furnished,New Construction,"₹25,000","₹50, 000","Sawan Park, New Delhi - North, Delhi NCR",,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Sawan-Park-in-New-Delhi&id=4d423833363837323137,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1000 Sq-ft For Rent in,"₹30,000","Ramesh Nagar, New Delhi",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,1(Out of 4 Floors),Immediately,"Puja Room, Store, Study, Servant Room",Furnished,Less than 5 years,"₹30,000","₹30, 000","1111, Ramesh Nagar, New Delhi - West, Delhi NCR",Rajouri Garden metro station nearby,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Ramesh-Nagar-in-New-Delhi&id=4d423833313638363431,,,North - East,,2.0,,Main Road,,,,,,,,,,,,Freehold,,,,,,,,
3 BHK Builder Floor 180 Sq-yrd For Rent in,"₹43,000","Sharad Vihar, New Delhi",3.0,2.0,1.0,180sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹239/sqyrd,3(Out of 4 Floors),Immediately,Store,Unfurnished,New Construction,"₹43,000|₹2,000Monthly Maintenance","₹86, 000","2145, Sharad Vihar, New Delhi - East, Delhi NCR",The property is close to the Karkardooma Metro Station.,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-180-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sharad-Vihar-in-New-Delhi&id=4d423833333032303237,,,North,,,Marble,Pool,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,4.0,,,,1.0,,,,,
"2 BHK 750 Sq-ft Flat/Apartment  For Rent in Maurya Enclave,","₹18,000","Pitampura, New Delhi",2.0,,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,1(Out of 3 Floors),Immediately,Puja Room,Unfurnished,10 to 15 years,"₹18,000|₹500Monthly Maintenance","₹36, 000","1234., Pitampura, New Delhi - North, Delhi NCR",This property is close to metro station.,Unfurnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Pitampura-in-New-Delhi&id=4d423732313435343335,,1.0,North - East,,,Marble,Main Road,"Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.35 Cr - ₹ 1.69 Cr,"4 Towers , 115 Units",Cooperative Group Housing Society,Maurya Enclave,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,
4 BHK Builder Floor 2300 Sq-ft For Rent in,₹1.7 Lac,"Saket, New Delhi",4.0,4.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹81/sqft,Ground(Out of 4 Floors),Immediately,Servant Room,Semi-Furnished,Less than 5 years,"₹1.7 Lac|₹10,000Monthly Maintenance",₹3.4 Lac,"saket, Saket, New Delhi - South, Delhi NCR",park,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423831393539363237,,,North,,3.0,"Wooden, Marble, Granite",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,,,Freehold,,,,,,,202306,
3 BHK Builder Floor 1800 Sq-ft For Rent in,"₹45,000","Sandesh Vihar, New Delhi",3.0,3.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,1(Out of 4 Floors),Immediately,None of these,Semi-Furnished,Less than 5 years,"₹45,000|₹1,000Monthly Maintenance","₹90, 000","1234., Sandesh Vihar, New Delhi - North, Delhi NCR",This property is close to parks for a  healty life.,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sandesh-Vihar-in-New-Delhi&id=4d423732313434393835,,,North,,2.0,"Granite, Marble",,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,,,,,1.0,,,,,
3 BHK Builder Floor 5000 Sq-ft For Rent in,₹3.0 Lac,"Vasant Vihar, New Delhi",3.0,4.0,,3600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,1(Out of 3 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Semi-Furnished,Less than 5 years,"₹3 Lac|₹15,000Monthly Maintenance",₹6.0 Lac,"Vasant Vihar, New Delhi - South, Delhi NCR",,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-5000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vasant-Vihar-in-New-Delhi&id=4d423833343135363431,,,North,,2.0,,"Garden/Park, Pool, Main Road",,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 600 Sq-ft For Rent in,"₹20,000","Laxmi Nagar, New Delhi",2.0,2.0,1.0,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,3(Out of 4 Floors),Immediately,None of these,Furnished,Less than 5 years,"₹20,000","₹20, 000","Laxmi Nagar, Laxmi Nagar, New Delhi - East, Delhi NCR",laxmi nagar.,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Laxmi-Nagar-in-New-Delhi&id=4d423833313637323533,,,North - East,,,Marble,Main Road,,,,,,,24 Hours Available,No/Rare Powercut,,,4.0,,,,,,,,,
