Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Project,Floor,Status,Additional Rooms,Facing,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Overlooking,Age of Construction,Price,link,Super Built-up Area,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Bed,Bath,Covered Parking,Car parking,Flooring,Water Availability,Status of Electricity,Lifts,Lift,Balcony,Floors allowed for construction,Tower,Unit,Type of Ownership,RERA ID,Authority Approval,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features
"2 BHK Flat 1000 Sq-ft For Rent in Goyal Garima,","₹26,000","Near Morya gossavi stadium, Pune",2.0,2.0,,,Goyal Garima,5(Out of 7 Floors),Immediately,,,Furnished,,"₹26,000",,"Chinchwad, Pune, Maharashtra",,Furnished,,,₹ 70.0 Lac - ₹ 93.2 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Pune&id=4d423833363233363137,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Goyal Properties,,,"1, 2, 3 BHK Flat",,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Amanora Elevate Towers,","₹36,000","Amanora Park Town, Pune",2.0,2.0,3.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,Amanora Elevate Towers,25(Out of 29 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Unfurnished,,"₹36,000",₹1.0 Lac,"Amanora Elevate Tower Hadapsar, Amanora Park Town, Pune - East, Maharashtra","Near Amanora Mall, Seasones Mall, Hospital, School, College.",Unfurnished,"Garden/Park, Pool, Main Road",New Construction,₹ 53.1 Lac - ₹ 3.16 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Amanora-Park-Town-in-Pune&id=4d423833303737373835,,Amanora Park Town,"Kids Splash Pool,Provision for power backup,Sand pit,Cricket net practice,Volleyball court,Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Bank & ATM,Coffee Lounge & Restaurants,Arts & Craft Studio,AEROBICS ROOM,Walk-in closet,Cycling track,Shopping center,Library,Kids play area,Pet park,Art center,Barbeque space,Smart Home,Fireplace,Private Garage,Wheelchair Accessibility,Tea/Coffee,Guest lobby in each floor,Multipurpose Hall,AC in each room,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Earth quake resistant,High Ceiling,Pool with temperature control,Infinity Swimming Pool,Private jaccuzi,Private pool,Modular Kitchen,Well Furnished,Bathtub,Marble flooring,Aesthetic Interior,Garden View,Concierge Services,House help accommodation,Wrap Around Balcony,Skyline View,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Laundry Service,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Gymnasium,Swimming Pool,Club House,Lift","₹ 10,640 - ₹ 15,484",3 BHK Flats,"1 Tower , 196 Units",,,1.0,,"Vitrified, Wooden, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,3.0,3.0,,,,,,,,,,,,,
"3 BHK 2850 Sq-ft Flat/Apartment  For Rent in Panchshil Towers,",₹1.7 Lac,"EON Free Zone, Pune",3.0,3.0,2.0,2200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹77/sqft,Panchshil Towers,20(Out of 32 Floors),Immediately,Servant Room,East,Furnished,,₹1.7 Lac|₹4Per sq. Unit Monthly Maintenance,₹5.1 Lac,"Panchshil Towers Rd, Vitthal Nagar, Kharadi, Pune, Maharashtra, EON Free Zone, Pune - East, Maharashtra",close to EON IT PARK,Furnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 3.58 Cr - ₹ 6.86 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-2850-Sq-ft-Multistorey-Apartment-FOR-Rent-EON-Free-Zone-in-Pune&id=4d423830323937343339,,Panchshil Realty,"Kids Splash Pool,Cricket net practice,Half basketball court,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Coffee Lounge & Restaurants,AEROBICS ROOM,Kids play area,Pet park,Smart Home,Water Front,Sky Villa,Fireplace,Private Garage,Multipurpose Hall,Fingerprint Access,Health club with Steam / Jaccuzi,Skydeck,Private jaccuzi,Island Kitchen Layout,Wrap Around Balcony,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,000 - ₹ 21,964","3, 4, 5 BHK Flats","9 Towers , 1066 Units",,,2.0,,Marble,24 Hours Available,No/Rare Powercut,4.0,4.0,,1.0,,,,,,,,,,,
"3 BHK Flat 1300 Sq-ft For Rent in Oxford Infinity,","₹35,000","Keshav Nagar, Pune",3.0,3.0,,,Oxford Infinity,2(Out of 6 Floors),Immediately,,,Semi-Furnished,,"₹35,000",,"Keshav Nagar, Pune - East, Maharashtra",,Semi-Furnished,,,₹ 82.0 Lac - ₹ 90.2 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Keshav-Nagar-in-Pune&id=4d423833303734383833,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Oxford Properties,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹7,500","Pimple Gurav, Pune",,,,,,,Immediately,,,Unfurnished,,"₹7,500","₹15, 000","Pimple Gurav, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Unfurnished,,,,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Rent-Pimple-Gurav-in-Pune&id=4d423635313232383331,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2 BHK 627 Sq-ft Flat/Apartment  For Rent in,"₹16,500","Wagholi, Pune",2.0,2.0,,,,5(Out of 10 Floors),Immediately,,East,Unfurnished,New Construction,"₹16,500",,"Neocity, Bakori Road, Near JSPM college, Wagholi, Pune - East, Maharashtra",,Unfurnished,Garden/Park,New Construction,,https://www.magicbricks.com/propertyDetails/2-BHK-627-Sq-ft-Multistorey-Apartment-FOR-Rent-Wagholi-in-Pune&id=4d423832303834353135,627sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"1 BHK 650 Sq-ft Flat/Apartment  For Rent in Amanora Desire Tower,","₹27,000","Amanora Park Town, Pune",,,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹60/sqft,Amanora Desire Tower,5(Out of 12 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Unfurnished,,"₹27,000","₹50, 000","Amanora Desire Tower Hadapsar Pune, Amanora Park Town, Pune - East, Maharashtra","Near Amanora Mall, Seasones Mall, Hospital, Schools, College.",Unfurnished,"Garden/Park, Pool, Main Road",New Construction,₹ 60.0 Lac Onwards,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Amanora-Park-Town-in-Pune&id=4d423833303737363431,,,,,1 BHK Flats,,1.0,1.0,1.0,1 Covered,"Vitrified, Wooden, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,3.0,3.0,1.0,,,,,,,,,,,,
"3 BHK Flat 1500 Sq-ft For Rent in Shriniwas Q homes,","₹65,000","Kharadi, Pune",3.0,3.0,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,Shriniwas Q homes,1(Out of 11 Floors),Immediately,,,Semi-Furnished,5 to 10 years,"₹65,000",₹1.2 Lac,"B104, Shriniwas Q Homes, kharadi, Pune, Kharadi, Pune - East, Maharashtra",Reliance SMART kharadi,Semi-Furnished,"Garden/Park, Main Road",5 to 10 years,₹ 1.26 Cr - ₹ 1.59 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Kharadi-in-Pune&id=4d423833303734373035,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"4 BHK  5050 Sq-ft For Rent in Lodha Belmondo,",₹2.5 Lac,"Mumbai Pune Expressway, Pune",4.0,5.0,4.0,5015sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,,Ground(Out of 3 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Furnished,Less than 5 years,₹2.5 Lac,₹6.0 Lac,"Lodha Belmondo gahunje, Mumbai Pune Expressway, Pune - Northern Outskirts, Maharashtra",Lodha Belmondo gahunje 412101,Furnished,"Main Road, Garden/Park, Pool",Less than 5 years,₹ 68.1 Lac - ₹ 9.86 Cr,https://www.magicbricks.com/propertyDetails/4-BHK-5050-Sq-ft-Residential-House-FOR-Rent-Mumbai-Pune-Expressway-in-Pune&id=4d423739333130343539,,,"Fire Fighting Equipment,Retail Boulevard (Retail Shops),Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Early Learning Centre,Bank & ATM,Coffee Lounge & Restaurants,Barbeque Pit,AEROBICS ROOM,CCTV Camera,Earth quake resistant,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Bar/Lounge,Banquet Hall,Intercom Facility,Vaastu Compliant,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 6,777 - ₹ 33,333",2 BHK Flats,"4 Towers , 2187 Units",,,,3 Open,"Wooden, Ceramic Tiles",24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,
"5 BHK 3800 Sq-ft Flat/Apartment  For Rent in Kumar Sanctum,",₹2.8 Lac,"Baner, Pune",5.0,4.0,,3600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,Kumar Sanctum,15(Out of 18 Floors),Immediately,,East,Semi-Furnished,,₹2.8 Lac,,"Baner Road, Pune, Baner, Pune - West, Maharashtra",,Semi-Furnished,Garden/Park,,₹ 6.70 Cr - ₹ 7.59 Cr,https://www.magicbricks.com/propertyDetails/5-BHK-3800-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423833343433343237,,Kumar Properties Pvt. Ltd.,"Cricket net practice,Cycling & Jogging Track,Outdoor Tennis Courts,Kids play area,Gymnasium,Swimming Pool,Club House",,"4, 5 BHK Flat","4 Towers , 30 Units",,,1.0,1 Covered,Ceramic Tiles,24 Hours Available,No/Rare Powercut,,,,1.0,,,,,,,,,,,
"2 BHK 1280 Sq-ft Flat/Apartment  For Rent in Konark Krish 2,","₹32,000","Hanuman Nagar Keshav Nagar, Pune",2.0,2.0,2.0,940sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,Konark Krish 2,6(Out of 14 Floors),Immediately,None of these,East,Semi-Furnished,,"₹32,000","₹64, 000","Keshav Nagar Mundhwa, Pune, Hanuman Nagar Keshav Nagar, Pune - East, Maharashtra",Keshav Nagar,Semi-Furnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 41.7 Lac - ₹ 1.27 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1280-Sq-ft-Multistorey-Apartment-FOR-Rent-Hanuman-Nagar-Keshav-Nagar-in-Pune&id=4d423833323039363131,,Konark Karia Builders,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 7,031 - ₹ 9,286","1, 2, 3 BHK Flats","2 Towers , 144 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,14.0,,,,,,,,,,,
"3 BHK Flat 1305 Sq-ft For Rent in 38 Park Majestique,","₹35,000","Undri, Pune",3.0,2.0,3.0,954sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,38 Park Majestique,9(Out of 13 Floors),Immediately,Study,East,Furnished,Less than 5 years,"₹35,000",,"F-902, Undri, Pune - South, Maharashtra",,Furnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 49.8 Lac - ₹ 66.5 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Rent-Undri-in-Pune&id=4d423833323039333535,,Majestique Landmarks,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Indoor Games Room,Multipurpose Hall,Grand Entrance lobby,Piped Gas,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 3,960 - ₹ 9,579","2, 3 BHK Flats","2 Towers , 182 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 842 Sq-ft For Rent in Gulmohar City,","₹33,000","Rakshak Nagar, Pune",2.0,2.0,,,Gulmohar City,4(Out of 6 Floors),Immediately,,,Semi-Furnished,15 to 20 years,"₹33,000","₹80, 000","Near Rakshak Nagar, Neo IT Park, Kharadi Road, Pune, Rakshak Nagar, Pune - East, Maharashtra",,Semi-Furnished,,15 to 20 years,₹ 85.0 Lac Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-842-Sq-ft-Multistorey-Apartment-FOR-Rent-Rakshak-Nagar-in-Pune&id=4d423833353334343039,842sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,Gulmohar Development Builders,"Fire Fighting Equipment,Cycling & Jogging Track,Rentable Community Space,Recreational Pool,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,AEROBICS ROOM,Jogging and Strolling Track,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"5 Towers , 500 Units",,,,,Vitrified,24 Hours Available,No/Rare Powercut,,,1.0,1.0,,,,,,,,,,,
"2 BHK 1250 Sq-ft Flat/Apartment  For Rent in Nyati Meadows,","₹45,000","Kalyani Nagar, Pune",2.0,2.0,2.0,925sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,Nyati Meadows,4(Out of 14 Floors),Immediately,None of these,East,Semi-Furnished,,"₹45,000",₹1.2 Lac,"Wadgaonsheri, Kalyani Nagar, Pune - Central, Maharashtra",Bishop School,Semi-Furnished,"Pool, Garden/Park",5 to 10 years,₹ 1.25 Cr Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalyani-Nagar-in-Pune&id=4d423732393031303637,,,,,2 BHK Flats,"1 Tower , 76 Units",,,1.0,1 Covered,"Vitrified, Granite",24 Hours Available,No/Rare Powercut,2.0,2.0,,,,,Freehold,52100003129,,,,,,,
1 BHK Residential House  For Rent,"₹6,500","Kharadi, Pune",,,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,Ground(Out of 1 Floors),Immediately,,,Unfurnished,Less than 5 years,"₹6,500",,"Kharadi, Pune - East, Maharashtra",,Unfurnished,Main Road,Less than 5 years,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Kharadi-in-Pune&id=4d423537373934393537,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 999 Sq-ft For Rent in,"₹21,500","Marunji, Pune",2.0,2.0,2.0,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,,2(Out of 2 Floors),Immediately,,East,Semi-Furnished,,"₹21,500","₹40, 000","Marunji-karsarsai Road, Taluka Mulshi, Hinjewadi, Pune, Maharashtra, Marunji, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,,,,https://www.magicbricks.com/propertyDetails/2-BHK-999-Sq-ft-Multistorey-Apartment-FOR-Rent-Marunji-in-Pune&id=4d423833323036383539,,,,,,,,,,,Vitrified,,,,,,20.0,,,,,,,,,,,
"2 BHK Flat 910 Sq-ft For Rent in Ratan Housing Neptune,","₹17,000","Satav Nagar, Pune",2.0,2.0,2.0,,Ratan Housing Neptune,10(Out of 14 Floors),Immediately,,,Unfurnished,Less than 5 years,"₹17,000|₹2,500Monthly Maintenance","₹50, 000","Satav Nagar, Pune - South, Maharashtra",,Unfurnished,,Less than 5 years,₹ 23.9 Lac - ₹ 34.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-910-Sq-ft-Multistorey-Apartment-FOR-Rent-Satav-Nagar-in-Pune&id=4d423833363235353231,910sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Ratan Housing Development Ltd.,"Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Area,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,701 - ₹ 5,470",1 BHK Flats,"4 Towers , 91 Units",,,,,,,,,,,14.0,,,,,,,,,,,
"2 BHK Flat 710 Sq-ft For Rent in MHADA Agarkar Nagar,","₹5,500","Agarkar Nagar, Pune",2.0,2.0,,710sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹8/sqft,MHADA Agarkar Nagar,Ground(Out of 3 Floors),Immediately,,,Furnished,Above 20 years,"₹5,500|₹500Monthly Maintenance","₹11, 000","Agarkar Nagar, Agarkar Nagar, Pune - Central, Maharashtra",,Furnished,,Above 20 years,Call For Price,https://www.magicbricks.com/propertyDetails/2-BHK-710-Sq-ft-Multistorey-Apartment-FOR-Rent-Agarkar-Nagar-in-Pune&id=4d423735313236363939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK 600 Sq-ft Flat/Apartment  For Rent in Dayal Heights,","₹21,000","Pimple Saudagar, Pune",,2.0,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Dayal Heights,7(Out of 8 Floors),,,East,Unfurnished,5 to 10 years,"₹21,000",,"Shivraj nagar, rahatani, Pimple Saudagar, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Unfurnished,"Garden/Park, Main Road",5 to 10 years,₹ 49.0 Lac Onwards,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Pimple-Saudagar-in-Pune&id=4d423833373131393437,,GK Associates,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,CCTV Camera,Intercom Facility,Security,Reserved Parking,Park,Lift,Power Back Up",,1 BHK Flats,,1.0,,,,Vitrified,,,,,1.0,,4 Towers,,,,,,,,,,
"2 BHK 1250 Sq-ft Flat/Apartment  For Rent in Adani Atelier Greens,","₹80,000","Mundhwa, Pune",2.0,3.0,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹80/sqft,Adani Atelier Greens,5(Out of 10 Floors),Immediately,Puja Room,East,Furnished,,"₹80,000",₹1.6 Lac,"Mundhwa, Pune, Mundhwa, Pune - East, Maharashtra",Koregaon Park,Furnished,"Garden/Park, Main Road",,₹ 2.11 Cr - ₹ 2.35 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Mundhwa-in-Pune&id=4d423833373932373737,,Adani Realty,"Community Hall,Badminton court,Aesthetically designed landscape garden,Cricket net practice,Sewage treatment plant,Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,Library,Kids play area,Fire Sprinklers,CCTV Camera,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Located in the Heart of city,Earth quake resistant,High Ceiling,Skydeck,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,938 - ₹ 19,020","2, 3 BHK Flats","7 Towers , 348 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"1 BHK Flat 620 Sq-ft For Rent in Jaydeep Park,","₹15,500","Bhosari, Pune",,,,,Jaydeep Park,5(Out of 7 Floors),Immediately,,,Furnished,,"₹15,500",,"Bhosari, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Furnished,,,₹ 43.8 Lac - ₹ 53.8 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-620-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhosari-in-Pune&id=4d423833373132303537,620sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in AWHO Vijay Vihar,","₹28,000","Wagholi, Pune",3.0,3.0,2.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,AWHO Vijay Vihar,4(Out of 12 Floors),Immediately,None of these,East,Unfurnished,Less than 5 years,"₹28,000","₹60, 000","Wagholi, Pune, Wagholi, Pune - East, Maharashtra","Spacious 3BHK Flat for rent in Premium Society, Wagholi  Ideal for Mo",Unfurnished,Garden/Park,Less than 5 years,₹ 1.0 Cr - ₹ 1.75 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Wagholi-in-Pune&id=4d423832393131343937,,,,"₹ 6,667 - ₹ 9,296","3, 4 BHK Flats",,,,1.0,1 Covered,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,3.0,3.0,,2.0,,,,,,,,,,,
"2 BHK Flat 746 Sq-ft For Rent in Paranjape Orion at Blue Ridge,","₹35,000","Blue Ridge Town Pune, Pune",2.0,2.0,,746sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Paranjape Orion at Blue Ridge,7(Out of 32 Floors),Immediately,,East,Unfurnished,New Construction,"₹35,000",,"Blue Ridge Town Pune, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Unfurnished,Garden/Park,New Construction,₹ 77.9 Lac - ₹ 78.2 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-746-Sq-ft-Multistorey-Apartment-FOR-Rent-Blue-Ridge-Town-Pune-in-Pune&id=4d423833363235343637,,Paranjape Schemes Construction Ltd.,"Fire Fighting Equipment,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Large Open space,Large Clubhouse,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Banquet Hall,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Security,Reserved Parking,Gymnasium,Swimming Pool,Rain Water Harvesting,Power Back Up",,2 BHK Flat,"3 Towers , 576 Units",,,,,,,,,,1.0,,,,,,,,,,,,
