Title,Rental_Price,Location,Bed,Baths,Carpet Area,Floor,Status,Furnished Status,Rental Value,Security Deposit,Address,Furnishing,link,Facing,Age Of Construction,Flooring,Overlooking,Age of Construction,Bath,Super Built-up Area,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Beds,Balcony,Balconies,Landmarks,Additional Rooms,Lifts,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Car parking,Covered Parking,Tower,Authority Approval,Unit,Type of Ownership,RERA ID,Floors allowed,Plot Area,Any Construction done,Boundary Wall,Transaction Type
2 BHK Flat 1060 Sq-ft For Rent in,₹1.2 Lac,"Santacruz West, Mumbai",,2.0,745sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹161/sqft,5(Out of 12 Floors),Immediately,Furnished,₹1.2 Lac,₹3.6 Lac,"Santacruz West, Santacruz West, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-West-in-Mumbai&id=4d423833363733303131,East,10 to 15 years,Vitrified,Main Road,10 to 15 years,,,,,,,,,,2.0,,,"Nearby to Schools, Colleges  Market",None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in Marvel Apartment,","₹85,000","Andheri West, Mumbai",,2.0,765sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹111/sqft,6(Out of 7 Floors),Immediately,Unfurnished,"₹85,000",₹3.0 Lac,"Shastri Nagar Near Lokhandwala Crackle Andheri West, Andheri West, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423633313339313439,East,10 to 15 years,"Vitrified, Wooden, Marble, Granite","Garden/Park, Pool, Main Road",10 to 15 years,,,,Marvel Apartment,,₹ 3.0 Cr - ₹ 4.45 Cr,,,,2.0,,,HDFC Bank,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,Co-operative Society,,,,,,
1 BHK Flat 570 Sq-ft For Rent in,"₹37,200","Kurla East, Mumbai",1.0,2.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,,Immediately,Unfurnished,"₹37,200",₹1.5 Lac,"Kurla East., Kurla East, Mumbai - Central Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-570-Sq-ft-Multistorey-Apartment-FOR-Rent-Kurla-East-in-Mumbai&id=4d423734323131353239,North - East,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,,,,,,,,,,,Near Axis Bank.,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,1 Open,,,Developer,,,,,,,,
"2 BHK 995 Sq-ft Flat/Apartment  For Rent in Raheja Ridgewood,","₹72,000","Goregaon East, Mumbai",,2.0,662sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹109/sqft,8(Out of 22 Floors),Immediately,Semi-Furnished,"₹72,000",₹1.5 Lac,"Raheja Ridgewood, Goregaon East, Goregaon East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-995-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-East-in-Mumbai&id=4d423534333830373537,North,,Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,,,Raheja Universal Pvt. Ltd.,Raheja Ridgewood,"Aesthetically designed landscape garden,Multipurpose Courts,Kids Play Pool With Water Slides,Indoor Games Room,Flower Gardens,Smart Home,Private Garage,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Private pool,Concierge Services,House help accommodation,Island Kitchen Layout,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.75 Cr - ₹ 6.25 Cr,"₹ 22,367 - ₹ 26,791","2, 3 BHK Flats","1 Tower , 278 Units",2.0,,,hub mall,"Puja Room, Store",3.0,24 Hours Available,No/Rare Powercut,,3.0,,1.0,,,,,,,,,,
3 BHK Flat 2000 Sq-ft For Rent in,₹3.4 Lac,"Ambedkar Road, Mumbai",,3.0,1515sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹224/sqft,6(Out of 20 Floors),Immediately,Semi-Furnished,₹3.4 Lac,₹11.0 Lac,"near Cafe Holiday, Ambedkar Road, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambedkar-Road-in-Mumbai&id=4d423738393232343737,South -West,10 to 15 years,Marble,,10 to 15 years,,,,,,,,,,3.0,1.0,,opp. Cafe Holiday,Servant Room,3.0,24 Hours Available,No/Rare Powercut,1.0,3.0,2 Covered,2.0,,,,,,,,,,
"3 BHK 1405 Sq-ft Flat/Apartment  For Rent in Mhada 24 LIG Apartments,","₹74,000","Unnat Nagar Goregaon West, Mumbai",,3.0,984sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,29(Out of 35 Floors),Immediately,Semi-Furnished,"₹74,000",₹3.0 Lac,"Goregaon West, Mumbai, Unnat Nagar Goregaon West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1405-Sq-ft-Multistorey-Apartment-FOR-Rent-Unnat-Nagar-Goregaon-West-in-Mumbai&id=4d423833313436363337,North - East,,Vitrified,"Garden/Park, Pool",New Construction,,,Mumbai Housing And Area Development Board,Mhada 24 LIG Apartments,"Provision for power backup,Indoor Games Room,Kids play area,Security,Park,Lift,Power Back Up",₹ 2.40 Cr - ₹ 3.03 Cr,,,"1 Tower , 24 Units",3.0,,3.0,"Opp patkar college, Near Nana Nani Park, S V Road, Unnat Nagar....",None of these,6.0,24 Hours Available,No/Rare Powercut,1.0,6.0,1 Covered,1.0,,,,,,,,,,
"3 BHK 1300 Sq-ft Flat/Apartment  For Rent in Runwal Sanctuary,","₹74,000","Mulund West, Mumbai",,2.0,1049sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹71/sqft,19(Out of 46 Floors),Immediately,Semi-Furnished,"₹74,000|₹8Per sq. Unit Monthly Maintenance",₹3.5 Lac,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Mulund-West-in-Mumbai&id=4d423830383030393231,North - East,,"Ceramic Tiles, Granite, Marbonite","Garden/Park, Pool",Less than 5 years,,,Runwal Group,Runwal Sanctuary,"Community Hall,Badminton court,Aesthetically designed landscape garden,Community entrance gate,Sewage treatment plant,Fire Fighting Equipment,Multipurpose Courts,Kids Play Pool With Water Slides,Indoor Games Room,Event Space & Amphitheatre,Library,Kids play area,AC in each room,Large Open space,3 Tier Security System,Large Clubhouse,Earth quake resistant,Piped Gas,Conference Room,Bar/Lounge,Banquet Hall,RO Water System,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.65 Cr - ₹ 5.73 Cr,"₹ 15,351 - ₹ 10.0 Cr","2, 3, 4, 5 BHK Flats","8 Towers , 1797 Units",3.0,,,"Mall, Easy Approach to highway","Puja Room, Store",4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,,,,,,,,,,,
"3 BHK 1350 Sq-ft Flat/Apartment  For Rent in Oberoi Springs,",₹1.5 Lac,"Andheri West, Mumbai",,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹145/sqft,,Immediately,Unfurnished,₹1.5 Lac,₹4.4 Lac,"oberoi springs andheri west, Andheri West, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423739393634323937,West,,Marble,"Garden/Park, Pool",Less than 5 years,,,Oberoi Realty Ltd.,Oberoi Springs,"Provision for power backup,Community Hall,Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Indoor Squash & Badminton Courts,Flower Gardens,AEROBICS ROOM,Smart Home,Fireplace,Grand Entrance lobby,Fingerprint Access,Health club with Steam / Jaccuzi,Sea facing,Concierge Services,House help accommodation,Full Glass Wall,Wrap Around Balcony,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.55 Cr Onwards,"₹ 27,273 - ₹ 55,000",2 BHK Flats,"3 Towers , 630 Units",3.0,1.0,,Oberoi Springs Andheri west,Study,3.0,24 Hours Available,No/Rare Powercut,1.0,3.0,2 Covered,2.0,,,,,,,,,,
"4 BHK 2280 Sq-ft Flat/Apartment  For Rent in Lake Lucerne,",₹1.8 Lac,"Powai, Mumbai",,5.0,1750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹103/sqft,5(Out of 23 Floors),Immediately,Furnished,"₹1.8 Lac|₹20,000Monthly Maintenance",₹10.0 Lac,"Powai, Mumbai, Powai, Mumbai - Central Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2280-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423833353835333735,East,,Vitrified,"Garden/Park, Pool, Main Road",15 to 20 years,,,Ekta World,Lake Lucerne,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.40 Cr - ₹ 4.90 Cr,"₹ 25,287 - ₹ 28,161",3 BHK Flats,"1 Tower , 264 Units",4.0,,3.0,"Lake Lucerne, Lake Homes, Chandivali, Powai, Mumbai.",Servant Room,3.0,24 Hours Available,No/Rare Powercut,1.0,3.0,,2.0,,,,,,,,,,
"2 BHK Flat 560 Sq-ft For Rent in Geeta Sarovar CHS,","₹20,000","Mira Bhayandar, Mumbai",,,560sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,7(Out of 7 Floors),Immediately,Unfurnished,"₹20,000|₹1,700Monthly Maintenance","₹75, 000","B704, Geeta sarovar, Geeta Nagar phase 7, Opp ration card office, Bhayandar East, Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Rent-Mira-Bhayandar-in-Mumbai&id=4d423833343031353333,East,15 to 20 years,,Main Road,15 to 20 years,1.0,,,Geeta Sarovar CHS,,₹ 85.0 Lac - ₹ 1.02 Cr,,,,2.0,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1820 Sq-ft Flat/Apartment  For Rent in Oberoi Splendor Grande,",₹2.9 Lac,"Parsi Colony Jogeshwari East, Mumbai",,3.0,1081sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹268/sqft,26(Out of 27 Floors),Immediately,Furnished,₹2.9 Lac,₹13.0 Lac,"Andheri East, Mumbai, Parsi Colony Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1820-Sq-ft-Multistorey-Apartment-FOR-Rent-Parsi-Colony-Jogeshwari-East-in-Mumbai&id=4d423833373538303737,North - West,,"Marble, Wooden",Garden/Park,5 to 10 years,,,Oberoi Realty Ltd.,Oberoi Splendor Grande,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,DTH Television Facility,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 6.91 Cr - ₹ 9.14 Cr,,3 BHK Flat,"1 Tower , 162 Units",3.0,,2.0,Aarey ViewJVLRMetroWestern Express HighwayOberoi SchoolAndheri E,None of these,4.0,24 Hours Available,No/Rare Powercut,20.0,4.0,2 Covered,2.0,,,,,,,,,,
"3 BHK 1420 Sq-ft Flat/Apartment  For Rent in Kanakia Levels,","₹90,000","Malad East, Mumbai",,3.0,1110sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹81/sqft,18(Out of 41 Floors),Immediately,Semi-Furnished,"₹90,000|₹10Monthly Maintenance",₹4.0 Lac,"Kanakiya levels, rani sati marg, Malad East 400097, Malad East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Rent-Malad-East-in-Mumbai&id=4d423534333830353531,East,,Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,,,Kanakia Spaces Realty Pvt. Ltd.,Kanakia Levels,"Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,Bank & ATM,Multipurpose Hall,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.55 Cr - ₹ 2.14 Cr,,"2, 3, 4 BHK Flat","1 Tower , 484 Units",3.0,,3.0,near by passport office,"Puja Room, Store",4.0,24 Hours Available,No/Rare Powercut,,4.0,,2.0,,,,,,,,,,
"4 BHK 2100 Sq-ft Flat/Apartment  For Rent in Hubtown 25 South,",₹8.0 Lac,"Prabhadevi, Mumbai",,4.0,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹381/sqft,20(Out of 51 Floors),Immediately,Unfurnished,"₹8 Lac|₹30,000Monthly Maintenance",₹15.0 Lac,"F.P.no.1211 of T.P.S.IV Prabhadevi, Prabhadevi, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai&id=4d423738393232343237,West,,Marble,Garden/Park,Less than 5 years,,,Hubtown Ltd.,Hubtown 25 South,,₹ 21.25 Cr - ₹ 30.60 Cr,"₹ 48,563 - ₹ 1.3 Lac","3, 4 BHK Flats","3 Towers , 430 Units",4.0,1.0,,Westerly facing flat with gated community,Store,5.0,24 Hours Available,No/Rare Powercut,1.0,5.0,,2.0,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in Sunteck City Avenue 1,",₹1.1 Lac,"Goregaon West, Mumbai",,3.0,1020sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹103/sqft,24(Out of 41 Floors),Immediately,Unfurnished,₹1.1 Lac,₹3.0 Lac,"sunteck city Avenue 1, Goregaon West, Goregaon West, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-West-in-Mumbai&id=4d423534333830373737,East,New Construction,Vitrified,"Garden/Park, Pool, Main Road",New Construction,,,Sunteck Realty Ltd.,Sunteck City Avenue 1,"Recreational Pool,Multipurpose Courts,Indoor Games Room,Flower Gardens,Concierge Services,Fireplace,Entry Exit Gate,Fire Sprinklers,CCTV Camera,Sea facing,Jogging and Strolling Track,Piped Gas,Conference Room,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.39 Cr - ₹ 3.70 Cr,"₹ 16,999 - ₹ 32,138","2, 3 BHK Flats","3 Towers , 429 Units",3.0,,3.0,near by ram mandir railway station,"Puja Room, Store",,,,,,,,,,,,,,,,,
"1 BHK 550 Sq-ft Flat/Apartment  For Rent in Sheth Vasant Utsav,","₹35,000","Kandivali East, Mumbai",1.0,2.0,420sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,1(Out of 7 Floors),Immediately,Semi-Furnished,"₹35,000|₹4,500Monthly Maintenance",₹1.0 Lac,"kandivali East thakur village, Kandivali East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-East-in-Mumbai&id=4d423831393530303835,East,,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Granite, Marbonite","Pool, Garden/Park, Main Road",10 to 15 years,,,Sheth Creators,Sheth Vasant Utsav,"Fire Fighting Equipment,Cycling & Jogging Track,Library And Business Centre,Kids Play Area,Kids Club,Indoor Games Room,Flower Gardens,Early Learning Centre,Concierge Services,Banquet Hall,Waste Disposal,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 1.0 Cr - ₹ 1.75 Cr,"₹ 16,667 - ₹ 23,009","1, 2 BHK Flats","21 Towers , 700 Units",,,,thakur college  D Mart,Store,2.0,24 Hours Available,No/Rare Powercut,,2.0,,,,,,,,,,,,
"4 BHK 1800 Sq-ft Flat/Apartment  For Rent in Adani Ten BKC ,",₹2.8 Lac,"Bandra Kurla Complex, Mumbai",,4.0,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹176/sqft,22(Out of 29 Floors),Immediately,Semi-Furnished,₹2.8 Lac,₹2.0 Lac,"Ten bkc., Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423830383031303933,West,,"Mosaic, Wooden, Ceramic Tiles, Marble, Granite","Pool, Garden/Park, Main Road",New Construction,,,Adani Realty,Adani Ten BKC,"Kids play area,Park,Gymnasium,Club House,Lift,Power Back Up",₹ 5.69 Cr - ₹ 13.30 Cr,"₹ 33,666 - ₹ 75,000","2, 3, 4 BHK Flats",,4.0,1.0,,Bkc.,"Puja Room, Study, Store, Servant Room",4.0,24 Hours Available,No/Rare Powercut,,4.0,,,,,,,,,,,,
"2 BHK 575 Sq-ft Flat/Apartment  For Rent in Sagar Heritage,","₹47,000","sagar 67, Mumbai",,2.0,580sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹81/sqft,10(Out of 17 Floors),Immediately,Semi-Furnished,"₹47,000",₹2.0 Lac,"chemburKurla East, Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-575-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Mumbai&id=4d423734323132303433,North - East,,Wooden,"Garden/Park, Main Road",Less than 5 years,,,The Hirani Group,Sagar Heritage,,₹ 98.2 Lac - ₹ 1.15 Cr,,,,2.0,,,Near bkc 1 min to access sclr highway.,None of these,4.0,24 Hours Available,No/Rare Powercut,,4.0,1 Open,,,,,,,,,,,
"4 BHK 2150 Sq-ft Flat/Apartment  For Rent in Rustomjee Crown,",₹5.1 Lac,"Prabhadevi, Mumbai",,5.0,2150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹237/sqft,37(Out of 68 Floors),Immediately,Semi-Furnished,₹5.1 Lac,₹20.0 Lac,"Rustomjee Crown, Gokhale Rd S, Prabhadevi, Mumbai, Maharashtra, Prabhadevi, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2150-Sq-ft-Multistorey-Apartment-FOR-Rent-Prabhadevi-in-Mumbai&id=4d423732303934343737,West,,Vitrified,"Garden/Park, Main Road",New Construction,,,Rustomjee,Rustomjee Crown,"Fire Fighting Equipment,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Barbeque Pit,Kids play area,Smart Home,Earth quake resistant,Private pool,Mansion,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.72 Cr - ₹ 22.43 Cr,"₹ 34,165 - ₹ 1.0 Lac","3, 4, 5, 6 BHK Flats","3 Towers , 100 Units",4.0,,,"Rustomjee Crown, Prabhadevi",Store,4.0,24 Hours Available,No/Rare Powercut,,4.0,,3.0,,,,,,,,,,
"4 BHK 1800 Sq-ft Flat/Apartment  For Rent in Adani Ten BKC ,",₹2.8 Lac,"Bandra Kurla Complex, Mumbai",,3.0,1587sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹173/sqft,14(Out of 38 Floors),Immediately,Semi-Furnished,₹2.8 Lac,₹2.0 Lac,"Bkc., Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423830383031303535,West,,"Wooden, Marble, Granite","Garden/Park, Main Road",New Construction,,,Adani Realty,Adani Ten BKC,"Kids play area,Park,Gymnasium,Club House,Lift,Power Back Up",₹ 5.69 Cr - ₹ 13.30 Cr,"₹ 33,666 - ₹ 75,000","2, 3, 4 BHK Flats",,4.0,,,Bkc.,"Puja Room, Study, Store, Servant Room",3.0,24 Hours Available,No/Rare Powercut,,3.0,,,,,,,,,,,,
"3 BHK 1674 Sq-ft Flat/Apartment  For Rent in Kalpataru Radiance,","₹97,000","Siddharth Nagar Goregaon West, Mumbai",,3.0,1017sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹95/sqft,2(Out of 36 Floors),Immediately,Semi-Furnished,"₹97,000",₹3.5 Lac,"Goregaon West, Mumbai, Siddharth Nagar Goregaon West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1674-Sq-ft-Multistorey-Apartment-FOR-Rent-Siddharth-Nagar-Goregaon-West-in-Mumbai&id=4d423833373537333735,North,,Vitrified,Garden/Park,New Construction,,,Kalpataru Ltd.,Kalpataru Radiance,"Fire Fighting Equipment,Outdoor Tennis Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,CCTV Camera,Earth quake resistant,Mini Cinema Theatre,Skyline View,Jogging and Strolling Track,Banquet Hall,Waste Disposal,Private Terrace/Garden,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.06 Cr - ₹ 10.80 Cr,"₹ 20,414 - ₹ 42,708","2, 3, 4, 6 BHK Flats","4 Towers , 800 Units",3.0,,2.0,"5 mins from both sv road and link road, close to metro station.",Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,1.0,,,,,,,,,,
