Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
3 BHK 1360 Sq-ft Flat/Apartment  For Rent in,"₹30,000","Tiruvenkadam Nagar, Chennai",,,1360sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹30,000","Shangri la apartments, B-30, First Main Road, Thiruvengada nagar, Ambattur, Tiruvenkadam Nagar, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1360-Sq-ft-Multistorey-Apartment-FOR-Rent-Tiruvenkadam-Nagar-in-Chennai&id=4d423431393133313939,3.0,2.0,,,East,,1 Covered,5 to 10 years,,T I School,Vitrified,Main Road,5 to 10 years,,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹40,000","Madipakkam, Chennai",,,,,Immediately,Semi-Furnished,"₹40,000","3BHK House House No 48 2nd Main road Sadashiva Nagar Madipakkam Chennai., Madipakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Residential-House-FOR-Rent-Madipakkam-in-Chennai&id=4d423431373638383935,3.0,3.0,1.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,South,,"1 Covered, 1 Open",Less than 5 years,₹1.2 Lac,Saraswati Hospital,"Vitrified, Ceramic Tiles","Garden/Park, Main Road",Less than 5 years,,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,,,,,Developer,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹16,500","TNHB, Chennai",1.0,1.0,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Immediately,Unfurnished,"₹16,500|₹1,000Monthly Maintenance","LIG 509, TNHB Phase 3, Sholinganallur, Chennai - 119, TNHB, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Residential-House-FOR-Rent-TNHB-in-Chennai&id=4d423833373833363331,,,,,South,,3 Open,Less than 5 years,"₹50, 000",,Vitrified,"Garden/Park, Main Road",Less than 5 years,,24 Hours Available,No/Rare Powercut,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK Flat 850 Sq-ft For Rent in,"₹20,000","Pushpa nagar extension,, Chennai",,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Ground(Out of 2 Floors),Immediately,Semi-Furnished,"₹20,000","Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423639363932363639,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK  For Rent in,Call for Price,"Ayyapakkam, Chennai",,,,,Immediately,Unfurnished,,"Ayyapakkam, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-Villa-FOR-Rent-Ayyapakkam-in-Chennai&id=4d423739313537343433,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1550 Sq-ft For Rent in,"₹50,000","TAISHA-II, VIRUGAMBAKKAM, Chennai",,,1550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,5(Out of 19 Floors),Immediately,Semi-Furnished,"₹50,000","Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423833363939393837,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 890 Sq-ft For Rent in,"₹11,000","Oragadam, Chennai",,,890sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,2(Out of 3 Floors),Immediately,Unfurnished,"₹11,000","Svf homes mpc street Oragadam Ambattur chennai 600053, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-890-Sq-ft-Multistorey-Apartment-FOR-Rent-Oragadam-in-Chennai&id=4d423732353832393937,2.0,2.0,,,West,,1 Covered,Less than 5 years,,,Normal Tiles/Kotah Stone,,Less than 5 years,Puja Room,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
7 BHK  7000 Sq-ft For Rent in,₹1.6 Lac,"Anna Nagar West, Chennai",,,,,Immediately,Semi-Furnished,₹1.6 Lac,"Anna Nagar West, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/7-BHK-7000-Sq-ft-Residential-House-FOR-Rent-Anna-Nagar-West-in-Chennai&id=4d423833373833333937,7.0,5.0,,7000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,South,,,5 to 10 years,,,,"Pool, Garden/Park, Main Road",5 to 10 years,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹8,500","Kodambakkam, Chennai",1.0,1.0,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,Immediately,Unfurnished,"₹8,500","Kodambakkam, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Residential-House-FOR-Rent-Kodambakkam-in-Chennai&id=4d423833313932303935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK 692 Sq-ft Flat/Apartment  For Rent in Alliance Orchid Springs,","₹23,000","Korattur, Chennai",1.0,1.0,692sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,10(Out of 16 Floors),Immediately,Semi-Furnished,"₹23,000","alliance orchid spring Kolathur, Korattur, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-692-Sq-ft-Multistorey-Apartment-FOR-Rent-Korattur-in-Chennai&id=4d423833333230323339,,,1.0,,West,,,New Construction,₹1.0 Lac,1 BHK flat available for rent in alliance orchid spring Kolathur.,,Garden/Park,New Construction,Puja Room,,,,,Alliance Group,Alliance Orchid Springs,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Conference Room,Cafeteria/Food Court,Banquet Hall,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 67.0 Lac - ₹ 1.20 Cr,"₹ 6,416 - ₹ 9,028","2, 3 BHK Flats","8 Towers , 2026 Units",,,Freehold,,,,,,,,,,,,,,
1 BHK  450 Sq-ft For Rent in,"₹9,500","ICF West Colony, Chennai",1.0,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,Immediately,Unfurnished,"₹9,500|₹500Monthly Maintenance","1883A Seeyalam Street Seeyalam Villivakkam, ICF West Colony, Chennai - North, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Rent-ICF-West-Colony-in-Chennai&id=4d423833373030333337,,,1.0,,,,,Less than 5 years,₹1.0 Lac,,,,Less than 5 years,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1750 Sq-ft For Rent in,"₹59,000","Vadapalani, Chennai",,,,9(Out of 12 Floors),Immediately,Furnished,"₹59,000|₹3,500Monthly Maintenance","Vadapalani, Vadapalani, Chennai - West, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Rent-Vadapalani-in-Chennai&id=4d423536363730363839,3.0,3.0,1.0,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,South,2.0,2 Covered,Less than 5 years,₹1.0 Lac,This property is located in near by sooriya hospital.,Vitrified,Main Road,Less than 5 years,"Puja Room, Study, Store, Servant Room",24 Hours Available,No/Rare Powercut,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
250 Sq-ft For Rent in,"₹7,500","Thiruvanmiyur, Chennai",,1.0,,3(Out of 3 Floors),Immediately,Semi-Furnished,"₹7,500","E 95, 13th west street, Kamaraj nagar, Thiruvanmiyure, Chennai 600 041, Thiruvanmiyur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/250-Sq-ft-Studio-Apartment-FOR-Rent-Thiruvanmiyur-in-Chennai&id=4d423738303539353431,,,1.0,200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,North,,,15 to 20 years,,,,Garden/Park,15 to 20 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹8,000","Thirumullaivoyal, Chennai",1.0,1.0,584sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,Immediately,Unfurnished,"₹8,000","Thirumullaivoyal, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-584-Sq-ft-Residential-House-FOR-Rent-Thirumullaivoyal-in-Chennai&id=4d423833333230363531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1045 Sq-ft Flat/Apartment  For Rent in,"₹40,000","Sholinganallur, Chennai",,,1045sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,2(Out of 2 Floors),Immediately,Semi-Furnished,"₹40,000","Sholinganallur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Rent-Sholinganallur-in-Chennai&id=4d423833333230303837,3.0,3.0,,,North,,,5 to 10 years,,,,,5 to 10 years,Puja Room,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹16,000","Mappedu, Chennai",,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,Immediately,Semi-Furnished,"₹16,000","Selvi Nilayam, B1, J P Avenue Phase 2, Permulpuram, Puthur, Chennai - 600126, Mappedu, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Mappedu-in-Chennai&id=4d423734383231303535,2.0,2.0,,,North,,1 Covered,Less than 5 years,"₹90, 000",Near Joel Villa or Inba Elite Apartment,Granite,Garden/Park,Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK 1400 Sq-ft Flat/Apartment  For Rent in,"₹25,000","Trustpuram, Chennai",,,,3(Out of 3 Floors),Immediately,Furnished,"₹25,000|₹700Monthly Maintenance","Thirumurugan Flats, No.48, 5th Cross Street, Trustpuram, Trustpuram, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Trustpuram-in-Chennai&id=4d423833303536363933,2.0,3.0,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,7 Open,15 to 20 years,₹2.5 Lac,Next to Pillayar temple,Normal Tiles/Kotah Stone,Main Road,15 to 20 years,,24 Hours Available,No/Rare Powercut,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK 900 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Adambakkam, Chennai",,,,1(Out of 1 Floors),Immediately,Semi-Furnished,"₹20,000|₹500Monthly Maintenance","fifth st officer colony Adambakkam, Adambakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Adambakkam-in-Chennai&id=4d423833303537343131,2.0,2.0,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,5 to 10 years,₹1.2 Lac,,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1100 Sq-ft Flat/Apartment  For Rent in,"₹35,000","Vepery, Chennai",,,,2(Out of 3 Floors),Immediately,Semi-Furnished,"₹35,000","Vepery, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Vepery-in-Chennai&id=4d423536363734313537,2.0,2.0,,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,North,1.0,1 Covered,10 to 15 years,,Close to all amneties,Ceramic Tiles,Main Road,10 to 15 years,,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 600 Sq-ft For Rent in Lotus,","₹8,400","Nemilicheri, Chennai",,,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,1(Out of 4 Floors),Immediately,Furnished,"₹8,400","Nemilicheri, Chennai - West, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Nemilicheri-in-Chennai&id=4d423431373538303631,2.0,2.0,1.0,,South,,,New Construction,,,Ceramic Tiles,Garden/Park,New Construction,,,,,,Fortune Abodes Pvt. Ltd.,Lotus,,Call For Price,,,,,,,,,,,,,,,,,,,,
3 BHK  1350 Sq-ft For Rent in,"₹30,000","Shrishti Sai Nagar Layout, Chennai",,,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,Semi-Furnished,"₹30,000","Vasanthapuri  Poonamalle, Shrishti Sai Nagar Layout, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Villa-FOR-Rent-Shrishti-Sai-Nagar-Layout-in-Chennai&id=4d423431383730333133,3.0,3.0,1.0,,East,,"1 Covered, 2 Open",Less than 5 years,₹1.0 Lac,1 km from outer ring road and Mount Poonamalle road,Vitrified,Main Road,Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹7,500","Korattur, Chennai",1.0,1.0,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,Immediately,Unfurnished,"₹7,500","Korattur, Chennai - North, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Residential-House-FOR-Rent-Korattur-in-Chennai&id=4d423832333337313133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK  450 Sq-ft For Rent in,"₹9,000","Kodungaiyur, Chennai",1.0,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,Immediately,,"₹9,000","Kodungaiyur, Chennai - North, Tamil Nadu",,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Residential-House-FOR-Rent-Kodungaiyur-in-Chennai&id=4d423639363636333935,,,,,,,,,,,Normal Tiles/Kotah Stone,,,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK Flat 2752 Sq-ft For Rent in Hiranandani Greenwood,","₹90,000","Egattur, Chennai",,,,4(Out of 28 Floors),Immediately,Semi-Furnished,"₹90,000","Hiranandani Greenwood 401B, Egattur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2752-Sq-ft-Multistorey-Apartment-FOR-Rent-Egattur-in-Chennai&id=4d423833333230363231,4.0,4.0,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,East,2.0,2 Covered,,₹5.0 Lac,The Marina MallThe HUS School,"Wooden, Marble",Garden/Park,5 to 10 years,Servant Room,24 Hours Available,No/Rare Powercut,,2.0,,Hiranandani Greenwood,,₹ 1.35 Cr - ₹ 1.40 Cr,,,,2.0,,,2.0,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹15,000","Thiruverkadu, Chennai",,,,1(Out of 1 Floors),Immediately,Furnished,"₹15,000|₹1,500Monthly Maintenance","Thiruverkadu, Chennai - West, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Thiruverkadu-in-Chennai&id=4d423732353639343437,2.0,2.0,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,East,,,New Construction,₹1.5 Lac,Near municipality office,Vitrified,,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1050 Sq-ft For Rent in,"₹35,000","West Mambalam, Chennai",,,,2(Out of 3 Floors),Immediately,Semi-Furnished,"₹35,000","2 BHK Plot No 4 Flat No 32 Door No 1BS 2nd Floor L S Apartments West Mambalam Chennai, West Mambalam, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Builder-Floor-Apartment-FOR-Rent-West-Mambalam-in-Chennai&id=4d423833313931343631,2.0,2.0,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,South - East,1.0,,5 to 10 years,₹3.5 Lac,South Indian Bank,"Vitrified, Ceramic Tiles",Garden/Park,5 to 10 years,,24 Hours Available,No/Rare Powercut,,,,,,,,,,2.0,,,,City Municipal Corporation,,,,,,,,,,,,
"3 BHK Flat 1446 Sq-ft For Rent in Golden Opulence,","₹30,000","Poonamallee High Road, Chennai",,,,6(Out of 17 Floors),Immediately,Semi-Furnished,"₹30,000","Golden Opulence, Poonamallee High Road, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1446-Sq-ft-Multistorey-Apartment-FOR-Rent-Poonamallee-High-Road-in-Chennai&id=4d423833303537343531,3.0,2.0,1.0,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,,New Construction,,,,Main Road,New Construction,Study,,,,,Golden Homes Pvt. Ltd.,Golden Opulence,"Fire Fighting Equipment,Kids Play Area,Indoor Squash & Badminton Courts,Bank & ATM,AEROBICS ROOM,Multipurpose Hall,Premium branded fittings,Earth quake resistant,Piped Gas,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 60.7 Lac - ₹ 1.81 Cr,,2 BHK Flats,"7 Towers , 815 Units",,,,,,,,,,,,,,,,,
"3 BHK Flat 1494 Sq-ft For Rent in Prestige Bella Vista,","₹44,000","Iyyappanthangal, Chennai",,,,9(Out of 16 Floors),Immediately,Semi-Furnished,"₹44,000|₹5,605Monthly Maintenance","3 BHK Plot No 1 Flat No 81 Door No 04 9th Floor Prestige Bella Vista Iyyappanthangal Chennai, Iyyappanthangal, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1494-Sq-ft-Multistorey-Apartment-FOR-Rent-Iyyappanthangal-in-Chennai&id=4d423833333139383735,3.0,2.0,1.0,1294sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,East,2.0,,,₹2.5 Lac,Iyyappanthangal metro station,"Vitrified, Ceramic Tiles",Main Road,5 to 10 years,"Puja Room, Study",24 Hours Available,No/Rare Powercut,16.0,1.0,Prestige Estates Projects Ltd.,Prestige Bella Vista,"Fire Fighting Equipment,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,AEROBICS ROOM,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 59.1 Lac - ₹ 2.57 Cr,"₹ 6,716 - ₹ 9,500","1, 2, 3, 4 BHK Flats","20 Towers , 2613 Units",,,,2.0,Development Authority,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹35,000","Postal Colony West Mambalam, Chennai",,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,1(Out of 1 Floors),Immediately,Unfurnished,"₹35,000|₹1,500Monthly Maintenance","Postal Colony West Mambalam, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Postal-Colony-West-Mambalam-in-Chennai&id=4d423833303537333333,3.0,2.0,,,East,,1 Open,,,Walkable distance from Ayodhya Mandapam.,Mosaic,,,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1034 Sq-ft For Rent in Badma Enclave,","₹20,000","Badma Anbukudil, Guduvancheri, Chennai, Chennai",,,1034sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,2(Out of 2 Floors),Immediately,Unfurnished,"₹20,000","Gandhi nagar madambakkam chennai 603202Guduvancheri, Chennai, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1034-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423833333139383433,2.0,2.0,,,West,,1 Covered,New Construction,,,Vitrified,,New Construction,,,,,1.0,,Badma Enclave,,₹ 41.5 Lac - ₹ 59.0 Lac,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹10,000",Perungavur,1.0,1.0,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Immediately,Furnished,"₹10,000","Perungavur, Chennai - North, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Rent-Perungavur-in-Chennai&id=4d423639363830383331,,,,,,,,,"₹50, 000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 2550 Sq-ft For Rent in,"₹80,000","Thiruvanmiyur, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹80,000|₹8,000Monthly Maintenance","Thiruvanmiyur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2550-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Thiruvanmiyur-in-Chennai&id=4d423833303536373331,4.0,4.0,,2450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,North,1.0,2 Covered,10 to 15 years,₹6.0 Lac,300 meters singapore shopee bapalal bavan  dwaraka palace,Vitrified,Garden/Park,10 to 15 years,Puja Room,24 Hours Available,No/Rare Powercut,4.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
"3 BHK Flat 2400 Sq-ft For Rent in Ceebros One 74,",₹2.9 Lac,"MRC Nagar, Chennai",,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹121/sqft,12(Out of 18 Floors),Immediately,Furnished,"₹2.9 Lac|₹22,000Monthly Maintenance","MRC Nagar, Chennai, MRC Nagar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-MRC-Nagar-in-Chennai&id=4d423832333336383731,3.0,3.0,,,,,,Less than 5 years,₹18.0 Lac,,,,Less than 5 years,,,,,,Ceebros,Ceebros One 74,"Sea facing,Skyline View,Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.0 Cr - ₹ 9.50 Cr,"₹ 37,500 - ₹ 39,583",3 BHK Flats,"7 Towers , 234 Units",2.0,,,,,,,,,,,,,,,,
