Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
2 BHK Residential House  For Rent,"₹15,000","KK Nagar, Chennai",,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,1(Out of 2 Floors),Immediately,Semi-Furnished,"₹15,000","KK Nagar, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Residential-House-FOR-Rent-KK-Nagar-in-Chennai&id=4d423531323736323936,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK  1582 Sq-ft For Rent in Casagrand Arena II,","₹40,000","Oragadam, Chennai",,,1582sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Immediately,Furnished,"₹40,000|₹5,500Monthly Maintenance","Oragadam, Chennai, Oragadam, Chennai - North, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1582-Sq-ft-Villa-FOR-Rent-Oragadam-in-Chennai&id=4d423733373730333135,3.0,3.0,,,North,,1 Covered,,₹2.4 Lac,,Ceramic Tiles,Garden/Park,,None of these,24 Hours Available,No/Rare Powercut,,1.0,,,"Outdoor Tennis Courts,Meditation Area,Indoor Squash & Badminton Courts,AEROBICS ROOM,Kids play area,Health club with Steam / Jaccuzi,Outdoor Tennis Courts,Security,Park,Gymnasium,Swimming Pool,Club House",₹ 55.0 Lac - ₹ 62.0 Lac,,,,2.0,", 181 Units",,,,,,,,,,,,,,,
"3 BHK 2000 Sq-ft Flat/Apartment  For Rent in Ramaniyam Ocean Isha,","₹70,000","Thoraipakkam, Chennai",,,,15(Out of 19 Floors),Immediately,Semi-Furnished,"₹70,000|₹7,000Monthly Maintenance","Thoraipakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Thoraipakkam-in-Chennai&id=4d423832323039303631,3.0,3.0,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,North,,,5 to 10 years,₹3.0 Lac,opposite Geetham,,Garden/Park,5 to 10 years,,,,,,,Ramaniyam Ocean Isha,,₹ 1.58 Cr - ₹ 2.13 Cr,,,,3.0,,,,,,,,,,,,,,,,
"2220 Sq-ft For Rent in Hiranandani Bayview,","₹75,000","Egattur, Chennai",,,,8(Out of 30 Floors),Immediately,Furnished,"₹75,000","Egattur, Egattur, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2220-Sq-ft-Studio-Apartment-FOR-Rent-Egattur-in-Chennai&id=4d423832343937303835,,4.0,,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,West,5.0,,,₹3.0 Lac,This Property is very close to OMR,Vitrified,"Garden/Park, Main Road",New Construction,"Puja Room, Store",24 Hours Available,No/Rare Powercut,,2.0,House of Hiranandani,Hiranandani Bayview,,₹ 1.35 Cr - ₹ 1.40 Cr,,,,3.0,", 160 Units",,5.0,,,,,,,,,,,,,
"2 BHK 1259 Sq-ft Flat/Apartment  For Rent in Ozone Greens,","₹24,000","Perumbakkam, Chennai",,,,4(Out of 19 Floors),Immediately,Semi-Furnished,"₹24,000|₹3,000Monthly Maintenance","perumbakkam chennai, Perumbakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1259-Sq-ft-Multistorey-Apartment-FOR-Rent-Perumbakkam-in-Chennai&id=4d423833333832373735,2.0,2.0,1.0,756sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,West,,,Less than 5 years,₹1.5 Lac,perumbakkam,,Garden/Park,Less than 5 years,Puja Room,,,,,Ozone Group,Ozone Greens,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Security,Park,Gymnasium,Swimming Pool,Club House",₹ 42.1 Lac - ₹ 1.66 Cr,"₹ 4,849 - ₹ 5,882","1, 2, 3 BHK Flats","12 Towers , 756 Units",,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹10,000","Manimangalam, Chennai",,,,Ground(Out of 1 Floors),Immediately,Semi-Furnished,"₹10,000","Manimangalam, Chennai - Outer South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-2400-Sq-ft-Residential-House-FOR-Rent-Manimangalam-in-Chennai&id=4d423236373237383735,2.0,3.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹8/sqft,East,,1 Covered,5 to 10 years,,,"Ceramic Tiles, Vitrified",,5 to 10 years,Puja Room,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹40,000","Moulivakkam, Chennai",,,,,Immediately,Furnished,"₹40,000|₹3,000Monthly Maintenance","Moulivakkam, Chennai - West, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Moulivakkam-in-Chennai&id=4d423833333832393337,2.0,2.0,1.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,,,,5 to 10 years,₹1.0 Lac,,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹7,000","Nolambur, Chennai",1.0,1.0,200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,Immediately,Unfurnished,"₹7,000","Nolambur, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-200-Sq-ft-Residential-House-FOR-Rent-Nolambur-in-Chennai&id=4d423832343936353939,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 827 Sq-ft For Rent in Shri Gokhul Ganesh Apartment,","₹5,000","Ambattur, Chennai",,,827sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹6/sqft,1(Out of 2 Floors),Immediately,Semi-Furnished,"₹5,000","Ambattur, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-827-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambattur-in-Chennai&id=4d423833313239393237,2.0,2.0,,,,,,,,,,,,,,,,,,Shri Gokhul Ganesh Apartment,,₹ 51.6 Lac - ₹ 60.8 Lac,,,,,", 6 Units",,,,,,,,,,,,,,,
2 BHK Builder Floor 1050 Sq-ft For Rent in,"₹20,000","Lakshmipuram, Chennai",,,,Ground(Out of 2 Floors),Immediately,Semi-Furnished,"₹20,000|₹1,250Monthly Maintenance","Annai Sivasakthi Nagar, Lakshmipuram, Lakshmipuram, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Lakshmipuram-in-Chennai&id=4d423832393932313739,2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,East,,,Less than 5 years,,400 meters from Grand Northen Trunk road Jawaharlal Nehru Salai,"Vitrified, Ceramic Tiles",,Less than 5 years,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹9,000","Kolathur, Chennai",1.0,1.0,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,2(Out of 2 Floors),Immediately,Unfurnished,"₹9,000","Kolathur, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Rent-Kolathur-in-Chennai&id=4d423631333537323839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1466 Sq-ft For Rent in,"₹57,000","Thiruvanmiyur, Chennai",,,,3(Out of 15 Floors),Immediately,Semi-Furnished,"₹57,000|₹4,000Monthly Maintenance","Thiruvanmiyur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1466-Sq-ft-Multistorey-Apartment-FOR-Rent-Thiruvanmiyur-in-Chennai&id=4d423833343831393137,3.0,3.0,1.0,1466sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,,,New Construction,₹3.4 Lac,,,,New Construction,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Builder Floor 440 Sq-ft For Rent in,"₹7,500","bbkkjb, Chennai",1.0,1.0,440sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,2(Out of 3 Floors),Immediately,Unfurnished,"₹7,500","1/1c, venkatesa puram 1st street, Dr. Natesan road, ice house, chennai 5, Chennai, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-440-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-Chennai&id=4d423531313638383336,,,,,South,,,,,,Marble,,,,,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK  800 Sq-ft For Rent in,"₹16,000","Mogappair West  Chennai, Chennai",,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,2(Out of 3 Floors),Immediately,Furnished,"₹16,000","Chennai, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-in-Chennai&id=4d423636343539393431,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat For Rent in,Call for Price,"Royapuram, Chennai",,,,,Immediately,,,"Royapuram, Chennai - North, Tamil Nadu",,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Royapuram-in-Chennai&id=4d423731333333383131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK  1250 Sq-ft For Rent in L&T Finance SSM Nagar,","₹22,000","New Perungalathur, Chennai",,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,Immediately,Semi-Furnished,"₹22,000","New Perungalathur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Villa-FOR-Rent-New-Perungalathur-in-Chennai&id=4d423739373237393137,2.0,2.0,,,,,,,,,,,,,,,,,,,"Fire Fighting Equipment,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Indoor Games Room,Flower Gardens,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Cafeteria/Food Court,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 37.0 Lac - ₹ 67.7 Lac,"₹ 3,999 - ₹ 6,562","2, 3 BHK Flats","59 Towers , 3087 Units",,,,,,,,,,,,,,,,,
"2150 Sq-ft For Rent in Hiranandani Bridgewood,",₹1.5 Lac,"Egattur, Chennai",,,,25(Out of 28 Floors),Immediately,Furnished,"₹1.5 Lac|₹1,000Monthly Maintenance","Egattur, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2150-Sq-ft-Studio-Apartment-FOR-Rent-Egattur-in-Chennai&id=4d423832343936373039,,3.0,,1630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹92/sqft,West,4.0,,,₹6.5 Lac,,Vitrified,"Garden/Park, Main Road",Less than 5 years,Store,24 Hours Available,No/Rare Powercut,20.0,1.0,House of Hiranandani,Hiranandani Bridgewood,,₹ 1.35 Cr - ₹ 1.40 Cr,,,,2.0,", 224 Units",,4.0,,,,,,,,,,,,,
2 BHK 1120 Sq-ft Flat/Apartment  For Rent in,"₹32,000","Poonamallee, Chennai",,,1120sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,16(Out of 20 Floors),Immediately,Semi-Furnished,"₹32,000","Poonamallee, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1120-Sq-ft-Multistorey-Apartment-FOR-Rent-Poonamallee-in-Chennai&id=4d423832343936363737,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1295 Sq-ft Flat/Apartment  For Rent in,"₹62,000","Egattur, Chennai",,,,24(Out of 33 Floors),Immediately,Furnished,"₹62,000","Egattur, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Rent-Egattur-in-Chennai&id=4d423831333037323837,2.0,2.0,1.0,1265sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,North,,,Less than 5 years,₹3.6 Lac,,,"Garden/Park, Pool, Main Road",Less than 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK Flat 2079 Sq-ft For Rent in DLF Gardencity,","₹30,000","Sholinganallur, Chennai",,,,11(Out of 20 Floors),,Semi-Furnished,"₹30,000|₹6,500Monthly Maintenance","Old Mahabalipuram Road, Chennai, Sholinganallur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2079-Sq-ft-Multistorey-Apartment-FOR-Rent-Sholinganallur-in-Chennai&id=4d423531323137313632,4.0,4.0,,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,West,2.0,1 Covered,,₹1.5 Lac,3.5 Kms from OMR.,"Wooden, Ceramic Tiles",Garden/Park,10 to 15 years,Study,24 Hours Available,No/Rare Powercut,,1.0,DLF Ltd.,DLF Gardencity,"Provision for power backup,Aesthetically designed landscape garden,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Shopping center,Library,Kids play area,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Infinity Swimming Pool,Outdoor Tennis Courts,Jogging and Strolling Track,Cafeteria/Food Court,Banquet Hall,Internet/Wi-Fi Connectivity,Laundry Service,Maintenance Staff,Intercom Facility,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 90.9 Lac - ₹ 1.54 Cr,,"2, 3 BHK Flat","42 Towers , 1727 Units",3.0,,,2.0,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹14,000","Perambur, Chennai",,1.0,,,Immediately,Semi-Furnished,"₹14,000","near brinda theatre, Perambur, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Rent-Perambur-in-Chennai&id=4d423737343030303739,2.0,,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,,,"₹80, 000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
